Parcel Unit,Parcel Number,Landlord License Year,Parcel Address,Latitude,Longitude,Location,Parcel City,Location (state),Location (zip),Zip Code Boundaries,2010 Census Tracts,Commission Districts,Gainesville Police Districts,Florida Census Zip Codes
12398-000-000-2,12398-000-000,2019,00625 NE 6TH  ST,29.657527,-82.318533,POINT (-82.318533 29.657527000000005),GAINESVILLE,FL,32601,1,13,4,2,772
12398-000-000-3,12398-000-000,2019,00625 NE 6TH  ST,29.657527,-82.318533,POINT (-82.318533 29.657527000000005),GAINESVILLE,FL,32601,1,13,4,2,772
15361-000-000-1,15361-000-000,2019,01617 NW 6TH  AVE,29.656663,-82.343773,POINT (-82.343773 29.656663000000005),GAINESVILLE,FL,32603,3,16,4,1,771
09792-021-000-1,09792-021-000,2019,00302 NW 13TH  AVE,29.663883,-82.327742,POINT (-82.327742 29.663883),GAINESVILLE,FL,32601,1,2,4,1,772
06014-001-037-1,06014-001-037,2019,05501 NW 23RD  TER,29.704924,-82.356062,POINT (-82.356062 29.704924000000002),GAINESVILLE,FL,32653,10,18,2,7,1079
06083-004-053-1,06083-004-053,2019,03231 NW 51ST  PL,29.701624,-82.370511,POINT (-82.37051100000001 29.701624),GAINESVILLE,FL,32605,5,17,2,7,770
12406-000-000-1,12406-000-000,2019,00616 NE 7TH  ST,29.657342,-82.317436,POINT (-82.31743600000001 29.657342),GAINESVILLE,FL,32601,1,13,4,2,772
06017-013-024-1,06017-013-024,2019,03715 NW 56TH  LN,29.707132,-82.379309,POINT (-82.379309 29.707132000000005),GAINESVILLE,FL,32653,10,37,2,5,1079
06484-105-000-1,06484-105-000,2019,00007 NW 36TH  DR,29.652175,-82.378244,POINT (-82.378244 29.652175),GAINESVILLE,FL,32607,7,27,3,6,768
06461-019-000-1,06461-019-000,2019,03104 SW 2ND  AVE,29.650399,-82.368728,POINT (-82.36872800000002 29.650399),GAINESVILLE,FL,32607,7,16,3,6,768
06076-500-015-1,06076-500-015,2019,05108 NW 27TH  DR,29.701374,-82.363531,POINT (-82.363531 29.701374000000005),GAINESVILLE,FL,32605,5,18,2,7,770
06076-200-037-1,06076-200-037,2019,02705 NW 48TH  PL,29.69918,-82.362313,POINT (-82.362313 29.69918),GAINESVILLE,FL,32605,5,18,2,7,770
06392-003-001-1,06392-003-001,2019,01703 NW 39TH  TER,29.667835,-82.383159,POINT (-82.383159 29.667835),GAINESVILLE,FL,32605,5,35,3,6,770
06091-010-018-1,06091-010-018,2019,03609 NW 25TH  TER,29.685764,-82.359504,POINT (-82.359504 29.685764),GAINESVILLE,FL,32605,5,18,2,7,770
06076-040-028-1,06076-040-028,2019,05015 NW 24TH  TER,29.700455,-82.357349,POINT (-82.357349 29.700455),GAINESVILLE,FL,32605,5,18,2,7,770
06091-100-039-1,06091-100-039,2019,03761 NW 26TH  TER,29.687361,-82.36129,POINT (-82.36129 29.687361000000003),GAINESVILLE,FL,32605,5,18,2,7,770
15744-008-000-1,15744-008-000,2019,00803 SE 12TH  AVE,29.639781,-82.316324,POINT (-82.316324 29.639781),GAINESVILLE,FL,32601,1,5,1,1,772
08202-032-000-1,08202-032-000,2019,03009 NE 11TH  DR,29.680721,-82.311891,POINT (-82.311891 29.680721),GAINESVILLE,FL,32609,4,12,1,2,766
09015-010-000-1,09015-010-000,2019,01605 NW 21ST  AVE,29.672054,-82.342295,POINT (-82.342295 29.672054),GAINESVILLE,FL,32605,5,8,2,4,770
06447-013-000-1,06447-013-000,2018,00106 NW 24TH  ST,29.652929,-82.35946,POINT (-82.35946000000001 29.652928999999997),GAINESVILLE,FL,32607,7,16,3,6,768
15441-000-000-1,15441-000-000,2019,02058 NW 7TH  PL,29.658928,-82.351276,POINT (-82.351276 29.658927999999996),GAINESVILLE,FL,32603,3,16,4,6,771
06410-068-000-1,06410-068-000,2019,03752 NW 21ST  PL,29.67251,-82.380335,POINT (-82.380335 29.67251),GAINESVILLE,FL,32605,5,8,3,6,770
15420-000-000-1,15420-000-000,2019,02106 NW 7TH  PL,29.658928,-82.351666,POINT (-82.35166600000001 29.658927999999996),GAINESVILLE,FL,32603,3,16,4,6,771
09004-021-000-1,09004-021-000,2019,02138 NW 29TH  PL,29.679765,-82.352789,POINT (-82.352789 29.679765),GAINESVILLE,FL,32605,5,8,2,4,770
08871-017-000-1,08871-017-000,2019,02048 NW 31ST  AVE,29.681237,-82.350901,POINT (-82.350901 29.681237),GAINESVILLE,FL,32605,5,9,2,4,770
10388-000-000-1,10388-000-000,2019,00645 NE 10TH  PL,29.661493,-82.317581,POINT (-82.317581 29.661493),GAINESVILLE,FL,32601,1,13,4,2,772
06576-024-046-1,06576-024-046,2019,00446 NW 48TH  BLVD,29.656838,-82.394632,POINT (-82.394632 29.656838000000004),GAINESVILLE,FL,32607,7,33,3,6,768
07918-014-000-1,07918-014-000,2019,03904 NW 21ST  TER,29.689419,-82.35229,POINT (-82.35229 29.689419000000004),GAINESVILLE,FL,32605,5,18,2,4,770
06680-101-034-1,06680-101-034,2019,00922 SW 51ST  WAY,29.644146,-82.398056,POINT (-82.398056 29.644146000000003),GAINESVILLE,FL,32607,7,33,3,12,768
06411-020-000-1,06411-020-000,2019,01906 NW 37TH  BLVD,29.670502,-82.379549,POINT (-82.379549 29.670502),GAINESVILLE,FL,32605,5,8,3,6,770
08499-000-000-1,08499-000-000,2019,00709 NW 34TH  PL,29.684579,-82.332072,POINT (-82.332072 29.684579),GAINESVILLE,FL,32609,4,3,2,4,766
09818-000-000-1,09818-000-000,2019,00304 NW 15TH  AVE,29.665702,-82.327772,POINT (-82.327772 29.665702000000003),GAINESVILLE,FL,32601,1,2,4,1,772
06411-010-000-1,06411-010-000,2019,03712 NW 20TH  PL,29.671668,-82.379117,POINT (-82.379117 29.671667999999997),GAINESVILLE,FL,32605,5,8,3,6,770
06463-016-000-1,06463-016-000,2019,02927 SW 1ST  AVE,29.651388,-82.367208,POINT (-82.367208 29.651387999999997),GAINESVILLE,FL,32607,7,16,3,6,768
13765-000-000-1,13765-000-000,2019,00928 NW 3RD  AVE,29.653875,-82.334845,POINT (-82.334845 29.653875),GAINESVILLE,FL,32601,1,1,1,1,772
10618-025-000-1,10618-025-000,2019,01432 NE 19TH  PL,29.669988,-82.306495,POINT (-82.306495 29.669988000000004),GAINESVILLE,FL,32609,4,12,1,2,766
13846-001-000-1,13846-001-000,2019,00815 NW 7TH  PL,29.658382,-82.333498,POINT (-82.333498 29.658382000000003),GAINESVILLE,FL,32601,1,1,1,1,772
13846-000-000-1,13846-000-000,2019,00823 NW 7TH  PL,29.658382,-82.333689,POINT (-82.333689 29.658382000000003),GAINESVILLE,FL,32601,1,1,1,1,772
13846-000-000-2,13846-000-000,2019,00823 NW 7TH  PL,29.658382,-82.333689,POINT (-82.333689 29.658382000000003),GAINESVILLE,FL,32601,1,1,1,1,772
15786-001-000-1,15786-001-000,2019,01015 SE 10TH  AVE,29.642191,-82.31315,POINT (-82.31315 29.642191),GAINESVILLE,FL,32601,1,5,1,1,772
15917-000-000-1,15917-000-000,2019,01351 SE 2ND  ST,29.63606,-82.319513,POINT (-82.319513 29.63606),GAINESVILLE,FL,32601,1,5,1,1,772
15951-002-000-1,15951-002-000,2019,00227 SE 14TH  LN,29.635798,-82.318042,POINT (-82.318042 29.635798),GAINESVILLE,FL,32601,1,5,1,1,772
16086-001-000-1,16086-001-000,2019,02215 SE 9TH  PL,29.642774,-82.295447,POINT (-82.295447 29.642774000000003),GAINESVILLE,FL,32641,9,5,1,2,1082
06438-056-000-1,06438-056-000,2019,00906 NW 25TH  TER,29.660968,-82.360968,POINT (-82.360968 29.660967999999997),GAINESVILLE,FL,32605,5,16,3,6,770
06014-024-083-1,06014-024-083,2019,06121 NW 29TH  TER,29.710987,-82.366342,POINT (-82.366342 29.710987),GAINESVILLE,FL,32653,10,37,2,7,1079
06535-003-000-1,06535-003-000,2019,03826 SW 4TH  PL,29.648149,-82.381803,POINT (-82.381803 29.648149000000004),GAINESVILLE,FL,32607,7,33,3,6,768
06579-052-028-1,06579-052-028,2019,00514 NW 50TH  BLVD,29.657157,-82.396432,POINT (-82.396432 29.657157000000005),GAINESVILLE,FL,32607,7,33,3,6,768
08514-000-000-1,08514-000-000,2019,00611 NW 34TH  AVE,29.68403,-82.33126,POINT (-82.33126 29.68403),GAINESVILLE,FL,32609,4,3,2,4,766
08878-002-000-1,08878-002-000,2019,02053 NW 35TH  AVE,29.684795,-82.351152,POINT (-82.351152 29.684795),GAINESVILLE,FL,32605,5,9,2,4,770
06459-003-000-1,06459-003-000,2019,02604 W UNIVERSITY  AVE,29.651982,-82.361919,POINT (-82.361919 29.651982),GAINESVILLE,FL,32607,7,16,3,6,768
06446-019-000-1,06446-019-000,2019,00016 SW 25TH  ST,29.65158,-82.360514,POINT (-82.360514 29.651580000000003),GAINESVILLE,FL,32607,7,16,3,6,768
06447-012-000-1,06447-012-000,2019,00102 NW 24TH  ST,29.652755,-82.359466,POINT (-82.359466 29.652754999999996),GAINESVILLE,FL,32607,7,16,3,6,768
06459-005-000-1,06459-005-000,2019,02626 W UNIVERSITY  AVE,29.651986,-82.362407,POINT (-82.362407 29.651986000000004),GAINESVILLE,FL,32607,7,16,3,6,768
06459-006-000-1,06459-006-000,2019,02618 W UNIVERSITY  AVE,29.651984,-82.36217,POINT (-82.36217 29.651984000000002),GAINESVILLE,FL,32607,7,16,3,6,768
06461-020-000-1,06461-020-000,2019,03030 SW 2ND  AVE,29.650403,-82.368417,POINT (-82.368417 29.650403000000004),GAINESVILLE,FL,32607,7,16,3,6,768
06462-056-000-1,06462-056-000,2019,03106 W UNIVERSITY  AVE,29.652253,-82.368843,POINT (-82.368843 29.652253),GAINESVILLE,FL,32607,7,16,3,6,768
06462-068-000-1,06462-068-000,2019,03207 W UNIVERSITY  AVE,29.652235,-82.370252,POINT (-82.370252 29.652235),GAINESVILLE,FL,32607,7,16,3,6,768
06469-005-007-1,06469-005-007,2019,00101 NW 29TH  ST,29.653124,-82.366377,POINT (-82.366377 29.653124),GAINESVILLE,FL,32607,7,16,3,6,768
06481-064-000-1,06481-064-000,2019,00108 NW 35TH  TER,29.653058,-82.375651,POINT (-82.375651 29.653057999999998),GAINESVILLE,FL,32607,7,27,3,6,768
15082-000-000-1,15082-000-000,2019,02038 NW 3RD  AVE,29.654035,-82.350554,POINT (-82.350554 29.654035),GAINESVILLE,FL,32603,3,16,4,6,771
15255-002-000-1,15255-002-000,2019,00755 NW 18TH  ST,29.659149,-82.346505,POINT (-82.346505 29.659149),GAINESVILLE,FL,32603,3,16,4,4,771
15275-000-000-1,15275-000-000,2019,01704 NW 7TH  AVE,29.657563,-82.344834,POINT (-82.344834 29.657563),GAINESVILLE,FL,32603,3,16,4,1,771
15293-000-000-1,15293-000-000,2019,01719 NW 6TH  AVE,29.65667,-82.345339,POINT (-82.345339 29.656670000000002),GAINESVILLE,FL,32603,3,16,4,1,771
08870-017-000-1,08870-017-000,2019,01942 NW 31ST  AVE,29.6812,-82.348737,POINT (-82.348737 29.681199999999997),GAINESVILLE,FL,32605,5,9,2,4,770
10232-000-000-1,10232-000-000,2019,01335 NE 6TH  TER,29.664557,-82.318271,POINT (-82.318271 29.664557),GAINESVILLE,FL,32601,1,13,4,2,772
06528-034-000-1,06528-034-000,2019,03941 SW 1ST  AVE,29.651331,-82.384155,POINT (-82.384155 29.651331000000003),GAINESVILLE,FL,32607,7,33,3,6,768
06015-011-012-1,06015-011-012,2014,03664 NW 55TH  LN,29.705252,-82.374306,POINT (-82.374306 29.705252),GAINESVILLE,FL,32653,10,37,2,7,1079
06082-073-000-1,06082-073-000,2014,04033 NW 30TH  TER,29.690769,-82.367716,POINT (-82.367716 29.690769),GAINESVILLE,FL,32605,5,18,2,7,770
15951-001-000-1,15951-001-000,2019,00231 SE 14TH  LN,29.635919,-82.317878,POINT (-82.317878 29.635919),GAINESVILLE,FL,32601,1,5,1,1,772
15951-001-000-2,15951-001-000,2019,00231 SE 14TH  LN,29.635919,-82.317878,POINT (-82.317878 29.635919),GAINESVILLE,FL,32601,1,5,1,1,772
06014-022-039-1,06014-022-039,2019,05912 NW 27TH  ST,29.708896,-82.362788,POINT (-82.362788 29.708896000000003),GAINESVILLE,FL,32653,10,37,2,7,1079
06366-002-020-1,06366-002-020,2019,05212 NW 8TH  AVE,29.659595,-82.398944,POINT (-82.398944 29.659595000000003),GAINESVILLE,FL,32605,5,27,3,6,770
06460-056-000-1,06460-056-000,2014,02711 SW 4TH  PL,29.648134,-82.36313,POINT (-82.36313 29.648134000000002),GAINESVILLE,FL,32607,7,16,3,6,768
06083-002-016-1,06083-002-016,2019,04925 NW 28TH  TER,29.700284,-82.364348,POINT (-82.364348 29.700284),GAINESVILLE,FL,32605,5,18,2,7,770
06014-015-069-1,06014-015-069,2019,06702 NW 29TH  TER,29.71584,-82.366339,POINT (-82.366339 29.715840000000004),GAINESVILLE,FL,32653,10,37,2,7,1079
06083-004-021-1,06083-004-021,2019,03214 NW 52ND  PL,29.702387,-82.369995,POINT (-82.369995 29.702387),GAINESVILLE,FL,32605,5,17,2,7,770
06466-029-000-1,06466-029-000,2019,00223 NW 28TH  TER,29.654773,-82.365486,POINT (-82.365486 29.654773),GAINESVILLE,FL,32607,7,16,3,6,768
06014-021-019-1,06014-021-019,2019,02835 NW 55TH  BLVD,29.705148,-82.36495,POINT (-82.36495 29.705148000000005),GAINESVILLE,FL,32653,10,37,2,7,1079
10572-008-000-1,10572-008-000,2019,1506 NE 12TH  ST,29.665759,-82.310274,POINT (-82.310274 29.665759000000005),GAINESVILLE,FL,32601,1,13,4,2,772
06014-024-012-1,06014-024-012,2019,06102 NW 26TH  TER,29.710443,-82.361884,POINT (-82.36188400000002 29.710442999999998),GAINESVILLE,FL,32653,10,37,2,7,1079
09566-000-000-1,09566-000-000,2019,01013 NW 15TH  AVE,29.665742,-82.335634,POINT (-82.33563400000001 29.665742),GAINESVILLE,FL,32601,1,2,4,4,772
08507-000-000-1,08507-000-000,2019,00706 NW 34TH  AVE,29.684027,-82.33199,POINT (-82.33199000000002 29.684027),GAINESVILLE,FL,32609,4,3,2,4,766
06076-201-023-1,06076-201-023,2019,04735 NW 28TH  ST,29.698577,-82.363985,POINT (-82.363985 29.698577),GAINESVILLE,FL,32605,5,18,2,7,770
05985-437-000-1,05985-437-000,2014,8498 NW 42ND  CIR,,,,GAINESVILLE,FL,32653,,,,,
06404-004-000-1,06404-004-000,2019,01002 NW 37TH  DR,29.66187,-82.380057,POINT (-82.380057 29.661870000000004),GAINESVILLE,FL,32605,5,35,3,6,770
06020-030-062-1,06020-030-062,2019,04018 NW 59TH  AVE,29.708957,-82.384135,POINT (-82.384135 29.708957),GAINESVILLE,FL,32653,10,37,2,5,1079
09214-004-000-1,09214-004-000,2019,0855 NW 20TH  ST,29.66033,-82.349297,POINT (-82.349297 29.660330000000002),GAINESVILLE,FL,32603,3,16,4,4,771
08841-001-000-1,08841-001-000,2019,01218 NW 30TH  AVE,29.680107,-82.337314,POINT (-82.337314 29.680107000000003),GAINESVILLE,FL,32609,4,3,2,4,766
09554-000-000-1,09554-000-000,2019,01005 NW 16TH  AVE,29.666657,-82.335366,POINT (-82.335366 29.666657),GAINESVILLE,FL,32601,1,2,4,4,772
06075-030-004-1,06075-030-004,2019,03505 NW 39TH  LN,29.68982,-82.375053,POINT (-82.375053 29.689819999999997),GAINESVILLE,FL,32605,5,17,2,7,770
08231-005-074-1,08231-005-074,2014,01319 NE 37TH  PL,29.686952,-82.308952,POINT (-82.308952 29.686952),GAINESVILLE,FL,32609,4,12,1,2,766
15699-058-001-1,15699-058-001,2019,01259 SW 21ST  AVE,29.632786,-82.337953,POINT (-82.337953 29.632786),GAINESVILLE,FL,32601,2,15,1,3,772
15072-000-000-1,15072-000-000,2019,308 NW 19TH  ST,29.654256,-82.347815,POINT (-82.347815 29.654256000000004),GAINESVILLE,FL,32603,3,16,4,6,771
15072-000-000-2,15072-000-000,2019,308 NW 19TH  ST,29.654256,-82.347815,POINT (-82.347815 29.654256000000004),GAINESVILLE,FL,32603,3,16,4,6,771
15072-000-000-3,15072-000-000,2019,308 NW 19TH  ST,29.654256,-82.347815,POINT (-82.347815 29.654256000000004),GAINESVILLE,FL,32603,3,16,4,6,771
12549-021-000-1,12549-021-000,2019,00535 NE 12TH  CT,29.656684,-82.309589,POINT (-82.309589 29.656684),GAINESVILLE,FL,32601,1,13,4,2,772
06067-040-193-1,06067-040-193,2014,04318 NW 36TH  ST,29.693478,-82.376208,POINT (-82.376208 29.693478),GAINESVILLE,FL,32605,5,17,2,7,770
08197-007-040-1,08197-007-040,2019,02920 NE 18TH  DR,29.680031,-82.301221,POINT (-82.301221 29.680031),GAINESVILLE,FL,32609,4,12,1,2,766
16116-074-000-1,16116-074-000,2019,00802 SE 18TH  TER,29.644355,-82.301104,POINT (-82.301104 29.644355),GAINESVILLE,FL,32641,9,5,1,2,1082
16106-019-000-1,16106-019-000,2019,01515 SE 12TH  AVE,29.640289,-82.305181,POINT (-82.305181 29.640289),GAINESVILLE,FL,32641,9,5,1,1,1082
08201-049-000-1,08201-049-000,2019,02519 NE 12TH  ST,29.675963,-82.310467,POINT (-82.310467 29.675963000000003),GAINESVILLE,FL,32609,4,12,2,2,766
10625-082-000-1,10625-082-000,2019,02103 NE 15TH  ST,29.672376,-82.305839,POINT (-82.305839 29.672376),GAINESVILLE,FL,32609,4,12,1,2,766
16090-009-000-1,16090-009-000,2019,02502 SE 11TH  AVE,29.641384,-82.29232,POINT (-82.29232 29.641383999999995),GAINESVILLE,FL,32641,9,5,1,8,1082
06579-055-063-1,06579-055-063,2019,04926 NW 1ST  PL,29.653529,-82.39581,POINT (-82.39581 29.653529),GAINESVILLE,FL,32607,7,33,3,6,768
10600-064-000-1,10600-064-000,2014,00809 NE 10TH  AVE,29.660781,-82.315775,POINT (-82.315775 29.660781000000004),GAINESVILLE,FL,32601,1,13,4,2,772
06579-055-064-1,06579-055-064,2019,04930 NW 1ST  PL,29.653525,-82.395813,POINT (-82.395813 29.653525000000002),GAINESVILLE,FL,32607,7,33,3,6,768
06066-037-000-1,06066-037-000,2014,03411 NW 49TH  AVE,29.699657,-82.372632,POINT (-82.37263200000001 29.699656999999995),GAINESVILLE,FL,32605,5,17,2,7,770
06076-053-008-1,06076-053-008,2019,04466 VIENNA WOODS  WAY,29.695627,-82.358202,POINT (-82.358202 29.695627),GAINESVILLE,FL,32605,5,18,2,7,770
08554-033-000-2,08554-033-000,2019,01013 NW 36TH  AVE,29.685744,-82.335246,POINT (-82.335246 29.685744),GAINESVILLE,FL,32609,4,3,2,4,766
14234-001-000-1,14234-001-000,2019,00429 NW 3RD  ST,29.655548,-82.32796,POINT (-82.32796 29.655547999999996),GAINESVILLE,FL,32601,1,1,1,1,772
14235-000-000-1,14235-000-000,2019,00501 NW 3RD  ST,29.655679,-82.327961,POINT (-82.32796100000002 29.655679),GAINESVILLE,FL,32601,1,1,1,1,772
05979-061-000-1,05979-061-000,2019,8530 NW 39TH  TER,,,,GAINESVILLE,FL,32653,,,,,
10464-000-000-1,10464-000-000,2019,01050 NE 10TH  PL,29.661473,-82.311801,POINT (-82.311801 29.661473000000004),GAINESVILLE,FL,32601,1,13,4,2,772
15268-000-000-1,15268-000-000,2019,01822 NW 7TH  AVE,29.657583,-82.346979,POINT (-82.346979 29.657583),GAINESVILLE,FL,32603,3,16,4,6,771
06436-001-015-1,06436-001-015,2019,02907 NW 9TH  PL,29.662443,-82.366168,POINT (-82.366168 29.662443000000003),GAINESVILLE,FL,32605,5,16,3,6,770
07891-030-224-1,07891-030-224,2019,02286 NW 51ST  AVE,29.702054,-82.355102,POINT (-82.355102 29.702054),GAINESVILLE,FL,32605,5,18,2,7,770
15177-000-000-1,15177-000-000,2019,00625 NW 22ND  ST,29.657361,-82.353628,POINT (-82.353628 29.657361000000005),GAINESVILLE,FL,32603,3,16,4,6,771
